;t;Ps;Ta;yTi;Thm
0;2021-11-22 09:00:00;0.1972222222222222;7.4;18.955;0.0
1;2021-11-22 09:15:00;0.1972222222222222;7.4;18.71357142857143;0.0
2;2021-11-22 09:30:00;0.1972222222222222;7.4;18.95;0.0
3;2021-11-22 09:45:00;0.1972222222222222;7.4;19.00916666666667;0.0
4;2021-11-22 10:00:00;0.2555555555555556;8.0;19.070769230769233;0.0
5;2021-11-22 10:15:00;0.2555555555555556;8.0;19.187857142857148;0.0
6;2021-11-22 10:30:00;0.2555555555555556;8.0;19.218333333333337;0.0
7;2021-11-22 10:45:00;0.2555555555555556;8.0;19.183999999999994;0.0
8;2021-11-22 11:00:00;0.2833333333333333;8.7;19.17636363636364;0.0
9;2021-11-22 11:15:00;0.2833333333333333;8.7;19.116153846153846;0.0
10;2021-11-22 11:30:00;0.2833333333333333;8.7;19.068181818181817;0.0
11;2021-11-22 11:45:00;0.2833333333333333;8.7;19.00166666666667;0.0
12;2021-11-22 12:00:00;0.2583333333333333;8.7;18.898571428571426;0.0
13;2021-11-22 12:15:00;0.2583333333333333;8.7;18.817142857142862;0.0
14;2021-11-22 12:30:00;0.2583333333333333;8.7;18.753749999999997;0.0
15;2021-11-22 12:45:00;0.2583333333333333;8.7;18.55;0.0
16;2021-11-22 13:00:00;0.19166666666666665;9.2;18.707500000000003;0.0
17;2021-11-22 13:15:00;0.19166666666666665;9.2;18.891428571428573;0.0
18;2021-11-22 13:30:00;0.19166666666666665;9.2;18.942307692307697;0.0
19;2021-11-22 13:45:00;0.19166666666666665;9.2;18.901818181818182;0.0
20;2021-11-22 14:00:00;0.09166666666666667;8.4;18.899090909090912;0.0
21;2021-11-22 14:15:00;0.09166666666666667;8.4;18.77307692307692;0.0
22;2021-11-22 14:30:00;0.09166666666666667;8.4;18.839;0.0
23;2021-11-22 14:45:00;0.09166666666666667;8.4;18.814545454545456;0.0
24;2021-11-22 15:00:00;0.008333333333333333;6.6;18.7625;0.0
25;2021-11-22 15:15:00;0.008333333333333333;6.6;18.606153846153845;0.0
26;2021-11-22 15:30:00;0.008333333333333333;6.6;18.532;0.0
27;2021-11-22 15:45:00;0.008333333333333333;6.6;18.43846153846154;0.0
28;2021-11-22 16:00:00;0.0;3.9;18.279999999999998;0.0
29;2021-11-22 16:15:00;0.0;3.9;18.180909090909093;0.0
30;2021-11-22 16:30:00;0.0;3.9;18.130714285714284;0.0
31;2021-11-22 16:45:00;0.0;3.9;18.0325;0.0
32;2021-11-22 17:00:00;0.0;2.9;18.060000000000002;0.0
33;2021-11-22 17:15:00;0.0;2.9;18.090000000000003;0.0
34;2021-11-22 17:30:00;0.0;2.9;18.247333333333337;65.48833723653397
35;2021-11-22 17:45:00;0.0;2.9;19.785999999999998;23.987764705882352
36;2021-11-22 18:00:00;0.0;2.3;20.50076923076923;5.688896551724137
37;2021-11-22 18:15:00;0.0;2.3;20.205000000000002;14.496428571428572
38;2021-11-22 18:30:00;0.0;2.3;19.867333333333338;22.091525423728818
39;2021-11-22 18:45:00;0.0;2.3;19.785000000000004;22.840880952380953
40;2021-11-22 19:00:00;0.0;1.4;20.197142857142854;13.521373626373627
41;2021-11-22 19:15:00;0.0;1.4;20.255000000000003;10.736372950819671
42;2021-11-22 19:30:00;0.0;1.4;19.944375;19.365499999999997
43;2021-11-22 19:45:00;0.0;1.4;19.737333333333332;23.772931034482763
44;2021-11-22 20:00:00;0.0;1.4;20.13076923076923;0.0
45;2021-11-22 20:15:00;0.0;1.4;20.19333333333333;0.0
46;2021-11-22 20:30:00;0.0;1.4;19.847142857142853;0.0
47;2021-11-22 20:45:00;0.0;1.4;19.583333333333332;0.0
48;2021-11-22 21:00:00;0.0;1.7;19.185714285714287;0.0
49;2021-11-22 21:15:00;0.0;1.7;18.939999999999998;0.0
50;2021-11-22 21:30:00;0.0;1.7;18.83833333333333;0.0
51;2021-11-22 21:45:00;0.0;1.7;18.73333333333333;0.0
52;2021-11-22 22:00:00;0.0;1.8;18.65;0.0
53;2021-11-22 22:15:00;0.0;1.8;18.5575;0.0
54;2021-11-22 22:30:00;0.0;1.8;18.520000000000003;0.0
55;2021-11-22 22:45:00;0.0;1.8;18.531;0.0
56;2021-11-22 23:00:00;0.0;1.8;18.614444444444445;0.0
57;2021-11-22 23:15:00;0.0;1.8;18.582;0.0
58;2021-11-22 23:30:00;0.0;1.8;18.545000000000005;0.0
59;2021-11-22 23:45:00;0.0;1.8;18.470999999999997;0.0
60;2021-11-23 00:00:00;0.0;2.6;18.458181818181814;0.0
61;2021-11-23 00:15:00;0.0;2.6;18.438888888888886;0.0
62;2021-11-23 00:30:00;0.0;2.6;18.416153846153847;0.0
63;2021-11-23 00:45:00;0.0;2.6;18.38076923076923;0.0
64;2021-11-23 01:00:00;0.0;3.5;18.347999999999995;0.0
65;2021-11-23 01:15:00;0.0;3.5;18.23384615384615;0.0
66;2021-11-23 01:30:00;0.0;3.5;18.2925;0.0
67;2021-11-23 01:45:00;0.0;3.5;18.27;0.0
68;2021-11-23 02:00:00;0.0;4.9;18.27;0.0
69;2021-11-23 02:15:00;0.0;4.9;18.262222222222224;0.0
70;2021-11-23 02:30:00;0.0;4.9;18.242727272727276;0.0
71;2021-11-23 02:45:00;0.0;4.9;18.22666666666667;0.0
72;2021-11-23 03:00:00;0.0;5.8;18.23;0.0
73;2021-11-23 03:15:00;0.0;5.8;18.242499999999996;0.0
74;2021-11-23 03:30:00;0.0;5.8;18.217000000000002;0.0
75;2021-11-23 03:45:00;0.0;5.8;18.1775;0.0
76;2021-11-23 04:00:00;0.0;6.2;18.148461538461536;0.0
77;2021-11-23 04:15:00;0.0;6.2;18.1575;0.0
78;2021-11-23 04:30:00;0.0;6.2;18.134999999999998;0.0
79;2021-11-23 04:45:00;0.0;6.2;18.114615384615384;0.0
80;2021-11-23 05:00:00;0.0;7.0;18.060833333333335;0.0
81;2021-11-23 05:15:00;0.0;7.0;18.061666666666667;0.0
82;2021-11-23 05:30:00;0.0;7.0;18.11916666666666;0.0
83;2021-11-23 05:45:00;0.0;7.0;18.12727272727273;0.0
84;2021-11-23 06:00:00;0.0;6.7;18.142000000000003;0.0
85;2021-11-23 06:15:00;0.0;6.7;18.153;0.0
86;2021-11-23 06:30:00;0.0;6.7;18.139230769230767;0.0
87;2021-11-23 06:45:00;0.0;6.7;18.155384615384616;12.278609374999998
88;2021-11-23 07:00:00;0.016666666666666666;7.0;18.180000000000003;10.688571428571427
89;2021-11-23 07:15:00;0.016666666666666666;7.0;18.243999999999996;8.837037037037037
90;2021-11-23 07:30:00;0.016666666666666666;7.0;18.138571428571428;13.143305084745764
91;2021-11-23 07:45:00;0.016666666666666666;7.0;17.97714285714286;17.37840401785714
92;2021-11-23 08:00:00;0.05;8.3;18.024545454545457;15.576167832167828
93;2021-11-23 08:15:00;0.05;8.3;18.044545454545457;14.948548644338118
94;2021-11-23 08:30:00;0.05;8.3;18.035999999999998;13.182366666666665
95;2021-11-23 08:45:00;0.05;8.3;17.99916666666667;14.884444444444442
96;2021-11-23 09:00:00;0.09722222222222222;9.8;18.035;15.564741379310348
97;2021-11-23 09:15:00;0.09722222222222222;9.8;18.163333333333334;11.903918128654968
98;2021-11-23 09:30:00;0.09722222222222222;9.8;18.236;10.176955223880595
99;2021-11-23 09:45:00;0.09722222222222222;9.8;18.311;7.972540983606558
100;2021-11-23 10:00:00;0.13611111111111113;9.7;18.874666666666666;39.72929618768328
101;2021-11-23 10:15:00;0.13611111111111113;9.7;19.79714285714286;22.664074074074072
102;2021-11-23 10:30:00;0.13611111111111113;9.7;20.046363636363637;18.063
103;2021-11-23 10:45:00;0.13611111111111113;9.7;19.881999999999998;19.303900000000006
104;2021-11-23 11:00:00;0.11666666666666667;10.5;19.721818181818183;22.374750733137834
105;2021-11-23 11:15:00;0.11666666666666667;10.5;19.767692307692307;26.876451612903228
106;2021-11-23 11:30:00;0.11666666666666667;10.5;20.228125000000002;12.466366525423728
107;2021-11-23 11:45:00;0.11666666666666667;10.5;20.073076923076925;13.828750000000001
108;2021-11-23 12:00:00;0.10277777777777779;11.0;19.771428571428576;24.072936507936507
109;2021-11-23 12:15:00;0.10277777777777779;11.0;19.913999999999998;19.265220338983053
110;2021-11-23 12:30:00;0.10277777777777779;11.0;20.43;6.050757575757576
111;2021-11-23 12:45:00;0.10277777777777779;11.0;20.354166666666668;8.221304347826088
112;2021-11-23 13:00:00;0.08333333333333333;10.3;20.107692307692307;13.87174825174825
113;2021-11-23 13:15:00;0.08333333333333333;10.3;19.970769230769232;17.355632754342427
114;2021-11-23 13:30:00;0.08333333333333333;10.3;19.782857142857146;22.35510895883777
115;2021-11-23 13:45:00;0.08333333333333333;10.3;20.019166666666667;20.68679245283019
116;2021-11-23 14:00:00;0.09444444444444444;10.2;20.273571428571426;11.202857142857143
117;2021-11-23 14:15:00;0.09444444444444444;10.2;20.163999999999998;14.793548387096774
118;2021-11-23 14:30:00;0.09444444444444444;10.2;20.096923076923076;17.960928381962862
119;2021-11-23 14:45:00;0.09444444444444444;10.2;19.856923076923074;21.569927431059504
120;2021-11-23 15:00:00;0.008333333333333333;7.9;19.87727272727273;22.385422077922076
121;2021-11-23 15:15:00;0.008333333333333333;7.9;19.733076923076926;23.559405594405593
122;2021-11-23 15:30:00;0.008333333333333333;7.9;20.2025;15.239999999999993
123;2021-11-23 15:45:00;0.008333333333333333;7.9;20.365;8.466499999999998
124;2021-11-23 16:00:00;0.0;6.5;19.98076923076923;18.13253711201079
125;2021-11-23 16:15:00;0.0;6.5;19.77769230769231;24.458094144661306
126;2021-11-23 16:30:00;0.0;6.5;20.116666666666667;15.921428571428574
127;2021-11-23 16:45:00;0.0;6.5;20.208;13.887818181818181
128;2021-11-23 17:00:00;0.0;7.2;20.022222222222226;20.474
129;2021-11-23 17:15:00;0.0;7.2;19.919;21.562615384615377
130;2021-11-23 17:30:00;0.0;7.2;19.83;22.350740740740743
131;2021-11-23 17:45:00;0.0;7.2;20.333333333333336;11.075087719298248
132;2021-11-23 18:00:00;0.0;6.9;20.278333333333332;12.333742937853106
133;2021-11-23 18:15:00;0.0;6.9;20.028181818181817;19.608727272727272
134;2021-11-23 18:30:00;0.0;6.9;19.834166666666665;21.93643229166667
135;2021-11-23 18:45:00;0.0;6.9;19.940833333333334;20.465576923076927
136;2021-11-23 19:00:00;0.0;6.2;20.07428571428571;15.487609890109889
137;2021-11-23 19:15:00;0.0;6.2;19.945;20.007936507936513
138;2021-11-23 19:30:00;0.0;6.2;20.052999999999997;18.386793650793646
139;2021-11-23 19:45:00;0.0;6.2;20.16866666666667;14.607466666666667
140;2021-11-23 20:00:00;0.0;4.3;20.032307692307693;0.0
141;2021-11-23 20:15:00;0.0;4.3;19.861428571428572;0.0
142;2021-11-23 20:30:00;0.0;4.3;19.749230769230767;0.0
143;2021-11-23 20:45:00;0.0;4.3;19.735833333333336;0.0
144;2021-11-23 21:00:00;0.0;4.2;19.852499999999996;0.0
145;2021-11-23 21:15:00;0.0;4.2;19.988461538461536;0.0
146;2021-11-23 21:30:00;0.0;4.2;20.303846153846152;0.0
147;2021-11-23 21:45:00;0.0;4.2;20.541666666666668;0.0
148;2021-11-23 22:00:00;0.0;5.1;20.571666666666665;0.0
149;2021-11-23 22:15:00;0.0;5.1;20.864999999999995;0.0
150;2021-11-23 22:30:00;0.0;5.1;19.584666666666667;0.0
151;2021-11-23 22:45:00;0.0;5.1;17.916;0.0
152;2021-11-23 23:00:00;0.0;5.1;18.51642857142857;0.0
153;2021-11-23 23:15:00;0.0;5.1;18.880909090909093;0.0
154;2021-11-23 23:30:00;0.0;5.1;18.867272727272724;0.0
155;2021-11-23 23:45:00;0.0;5.1;18.744999999999997;0.0
156;2021-11-24 00:00:00;0.0;6.4;18.609166666666667;0.0
157;2021-11-24 00:15:00;0.0;6.4;18.546363636363633;0.0
158;2021-11-24 00:30:00;0.0;6.4;18.545384615384616;0.0
159;2021-11-24 00:45:00;0.0;6.4;18.491111111111113;0.0
160;2021-11-24 01:00:00;0.0;6.6;18.372500000000002;0.0
161;2021-11-24 01:15:00;0.0;6.6;18.23;0.0
162;2021-11-24 01:30:00;0.0;6.6;18.146;0.0
163;2021-11-24 01:45:00;0.0;6.6;18.23909090909091;0.0
164;2021-11-24 02:00:00;0.0;6.5;18.2425;0.0
165;2021-11-24 02:15:00;0.0;6.5;18.147777777777776;0.0
166;2021-11-24 02:30:00;0.0;6.5;18.107272727272722;0.0
167;2021-11-24 02:45:00;0.0;6.5;18.050714285714285;0.0
168;2021-11-24 03:00:00;0.0;6.7;17.98384615384615;0.0
169;2021-11-24 03:15:00;0.0;6.7;17.98;0.0
170;2021-11-24 03:30:00;0.0;6.7;17.883000000000003;0.0
171;2021-11-24 03:45:00;0.0;6.7;17.796666666666667;0.0
172;2021-11-24 04:00:00;0.0;6.9;17.6925;0.0
173;2021-11-24 04:15:00;0.0;6.9;17.647;0.0
174;2021-11-24 04:30:00;0.0;6.9;17.669166666666666;0.0
