;t;Ps;Ta;yTi;Thm
0;2021-10-25 00:00:00;0.0;9.7;19.60727272727273;0.0
1;2021-10-25 00:15:00;0.0;9.7;19.601;0.0
2;2021-10-25 00:30:00;0.0;9.7;19.587777777777777;0.0
3;2021-10-25 00:45:00;0.0;9.7;19.581249999999997;0.0
4;2021-10-25 01:00:00;0.0;9.7;19.57785714285714;0.0
5;2021-10-25 01:15:00;0.0;9.7;19.571818181818184;0.0
6;2021-10-25 01:30:00;0.0;9.7;19.566666666666666;0.0
7;2021-10-25 01:45:00;0.0;9.7;19.556999999999995;0.0
8;2021-10-25 02:00:00;0.0;10.1;19.56;0.0
9;2021-10-25 02:15:00;0.0;10.1;19.549090909090907;0.0
10;2021-10-25 02:30:00;0.0;10.1;19.54769230769231;0.0
11;2021-10-25 02:45:00;0.0;10.1;19.548181818181817;0.0
12;2021-10-25 03:00:00;0.0;9.9;19.542727272727276;0.0
13;2021-10-25 03:15:00;0.0;9.9;19.544999999999998;0.0
14;2021-10-25 03:30:00;0.0;9.9;19.54818181818182;0.0
15;2021-10-25 03:45:00;0.0;9.9;19.53272727272727;0.0
16;2021-10-25 04:00:00;0.0;10.2;19.532222222222224;0.0
17;2021-10-25 04:15:00;0.0;10.2;19.5375;0.0
18;2021-10-25 04:30:00;0.0;10.2;19.535454545454545;0.0
19;2021-10-25 04:45:00;0.0;10.2;19.5275;0.0
20;2021-10-25 05:00:00;0.0;9.9;19.528888888888886;0.0
21;2021-10-25 05:15:00;0.0;9.9;19.52111111111111;0.0
22;2021-10-25 05:30:00;0.0;9.9;19.532307692307697;0.0
23;2021-10-25 05:45:00;0.0;9.9;19.56923076923077;0.0
24;2021-10-25 06:00:00;0.002777777777777778;10.1;19.56;0.0
25;2021-10-25 06:15:00;0.002777777777777778;10.1;19.535833333333333;0.0
26;2021-10-25 06:30:00;0.002777777777777778;10.1;19.521428571428572;0.0
27;2021-10-25 06:45:00;0.002777777777777778;10.1;19.522;0.0
28;2021-10-25 07:00:00;0.01388888888888889;10.3;19.753076923076925;0.0
29;2021-10-25 07:15:00;0.01388888888888889;10.3;20.07214285714286;0.0
30;2021-10-25 07:30:00;0.01388888888888889;10.3;20.20111111111111;0.0
